CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL5610	101036	Prostasin	Q16651	SINGLE PROTEIN	Homo sapiens	25	25
CHEMBL1075311	102865	Urokinase-type plasminogen activator	P06869	SINGLE PROTEIN	Mus musculus	8	9
CHEMBL5616	101473	Activin receptor type-2A	P27037	SINGLE PROTEIN	Homo sapiens	101	139
CHEMBL5620	101477	Proteasome subunit beta type-8	P28062	SINGLE PROTEIN	Homo sapiens	62	122
CHEMBL5632	101489	Caspase-3	P70677	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL5644	102413	Candidapepsin-3	P0CY28	SINGLE PROTEIN	Candida albicans	2	2
CHEMBL5650	101269	BR serine/threonine-protein kinase 1	Q8TDC3	SINGLE PROTEIN	Homo sapiens	1310	1912
CHEMBL5655	101274	Alpha-N-acetylgalactosaminidase	Q90744	SINGLE PROTEIN	Gallus gallus	22	22
CHEMBL5659	101278	Serine/threonine-protein kinase RIO3	O14730	SINGLE PROTEIN	Homo sapiens	102	140
CHEMBL5662	101490	2,3-dihydroxybenzoate-AMP ligase	P71716	SINGLE PROTEIN	Mycobacterium tuberculosis	102	117
CHEMBL5668	101496	Serine/threonine-protein kinase SRPK2	P78362	SINGLE PROTEIN	Homo sapiens	296	508
CHEMBL5673	101501	DNA polymerase	Q9GV40	SINGLE PROTEIN	Drosophila melanogaster	1	1
CHEMBL5701	101506	Serine/threonine-protein kinase TAO3	Q9H2K8	SINGLE PROTEIN	Homo sapiens	381	553
CHEMBL5709	101514	Adenylate kinase isoenzyme 1	P00569	SINGLE PROTEIN	Oryctolagus cuniculus	2	2
CHEMBL1075037	102995	Coagulase/fibrinolysin	P17811	SINGLE PROTEIN	Yersinia pestis	1	2
CHEMBL5724	101305	Arylamine N-acetyltransferase 2	P50295	SINGLE PROTEIN	Mus musculus	68	69
CHEMBL1075042	102550	Endo-beta-N-acetylglucosaminidase	Q9ZB22	SINGLE PROTEIN	Arthrobacter protophormiae	4	4
CHEMBL5749	101312	Mitogen-activated protein kinase kinase kinase kinase 1	Q92918	SINGLE PROTEIN	Homo sapiens	132	172
CHEMBL5758	101537	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	P31040	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL5759	101538	Mitogen-activated protein kinase 4	P31152	SINGLE PROTEIN	Homo sapiens	97	136
CHEMBL6172	101470	D-amino-acid oxidase	P00371	SINGLE PROTEIN	Sus scrofa	89	91
CHEMBL1163121	103450	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Q10283	SINGLE PROTEIN	Schizosaccharomyces pombe 972h-	24	24
CHEMBL5591	100055	Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform	P67777	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL5079	20146	Alpha-galactosidase B	Q58DH9	SINGLE PROTEIN	Bos taurus	4	4
CHEMBL4904	100628	Proteasome component C5	P23724	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	37	37
CHEMBL1255134	103545	Ghrelin O-acyltransferase	P0C7A3	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1255135	103546	Beta-lactamase OXA-7	P35695	SINGLE PROTEIN	Escherichia coli	8	16
CHEMBL1075189	103134	Pyruvate kinase isozymes M1/M2	P14618	SINGLE PROTEIN	Homo sapiens	7044	14424
CHEMBL1075197	103141	Sphingosine kinase 2	Q6AYB2	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL5893	101370	Ribonuclease H1	O60930	SINGLE PROTEIN	Homo sapiens	14	14
CHEMBL5898	101375	Lactoperoxidase	P22079	SINGLE PROTEIN	Homo sapiens	9	9
CHEMBL5912	101607	Serine/threonine-protein kinase 32B	Q9NY57	SINGLE PROTEIN	Homo sapiens	130	171
CHEMBL1075217	102913	Cathepsin S	Q02765	SINGLE PROTEIN	Rattus norvegicus	10	10
CHEMBL5935	101389	Hormone-sensitive lipase	P54310	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL5939	101611	Endoplasmic reticulum aminopeptidase 1	Q9NZ08	SINGLE PROTEIN	Homo sapiens	328	333
CHEMBL1075230	102932	Nitric oxide synthase, endothelial	Q62600	SINGLE PROTEIN	Rattus norvegicus	15	16
CHEMBL5980	100686	Dengue virus type 2 NS3 protein	P29990	SINGLE PROTEIN	Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	1060	1096
CHEMBL5982	11989	ADAM9	Q13443	SINGLE PROTEIN	Homo sapiens	67	77
CHEMBL6008	101413	Carbonyl reductase [NADPH] 3	O75828	SINGLE PROTEIN	Homo sapiens	14	42
CHEMBL6029	102667	Eukaryotic translation initiation factor 2-alpha kinase 1	Q9BQI3	SINGLE PROTEIN	Homo sapiens	181	268
CHEMBL1075247	102952	Benzalacetone synthase	Q94FV7	SINGLE PROTEIN	Rheum palmatum	1	2
CHEMBL1075264	102809	Isocitrate lyase	P0CT06	SINGLE PROTEIN	Magnaporthe oryzae (strain 70-15 / FGSC 8958) (Rice blast fungus)(Pyricularia oryzae)	20	21
CHEMBL1075275	102822	Serine/threonine-protein kinase 12	O70126	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL6083	101434	Receptor-interacting serine/threonine-protein kinase 4	P57078	SINGLE PROTEIN	Homo sapiens	89	95
CHEMBL6111	102744	Protein-arginine deiminase type-4	Q9UM07	SINGLE PROTEIN	Homo sapiens	118	199
CHEMBL1075282	102832	Dual specificity protein kinase CLK3	O35492	SINGLE PROTEIN	Mus musculus	68	72
CHEMBL1075284	102835	Diacylglycerol O-acyltransferase 1	Q9Z2A7	SINGLE PROTEIN	Mus musculus	250	251
CHEMBL6127	101452	Alkaline phosphatase	Q9EQ79	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL6129	101454	Diacylglycerol O-acyltransferase 1	Q9ERM3	SINGLE PROTEIN	Rattus norvegicus	35	37
CHEMBL1075299	102850	Plasminogen	P20918	SINGLE PROTEIN	Mus musculus	7	7
CHEMBL6164	101462	Tankyrase-1	O95271	SINGLE PROTEIN	Homo sapiens	619	768
CHEMBL1697656	103935	Glutathione S-transferase	Q8MU52	SINGLE PROTEIN	Plasmodium falciparum	4	6
CHEMBL1781862	104154	Calmodulin-domain protein kinase 1	Q9BJF5	SINGLE PROTEIN	Toxoplasma gondii	166	187
CHEMBL1681623	103916	14-alpha sterol demethylase Cyp51A	Q4WNT5	SINGLE PROTEIN	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSCA1100) (Aspergillus fumigatus)	5	5
CHEMBL2826	11337	Subtilisin/kexin type 5	Q92824	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL4128	12913	Tyrosine-protein kinase TIE-2	Q02763	SINGLE PROTEIN	Homo sapiens	1913	2867
CHEMBL5099	11594	Steroid 5-alpha-reductase 2	P31214	SINGLE PROTEIN	Rattus norvegicus	45	48
CHEMBL1795095	104177	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Q8VDG7	SINGLE PROTEIN	Mus musculus	6	7
CHEMBL1795103	104183	Matrix metalloproteinase-25	Q9NPA2	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL2553	10929	Ribosomal protein S6 kinase alpha 1	Q15418	SINGLE PROTEIN	Homo sapiens	1171	1999
CHEMBL2793	11720	Casein kinase I alpha	P48729	SINGLE PROTEIN	Homo sapiens	1616	2055
CHEMBL1293288	103721	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase	P0CY54	SINGLE PROTEIN	Rhodobacter capsulatus	5	5
CHEMBL1287618	103620	Fructose-bisphosphate aldolase	P56109	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	7	8
CHEMBL1743291	104076	Sulfotransferase 1A1	P50225	SINGLE PROTEIN	Homo sapiens	18	32
CHEMBL1250343	103476	Serine palmitoyltransferase 1	O15269	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL1770042	104134	Arabinose phosphate isomerase	Q5NGP7	SINGLE PROTEIN	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	4	4
CHEMBL1741213	104009	Sentrin-specific protease 7	Q9BQF6	SINGLE PROTEIN	Homo sapiens	988	1072
CHEMBL5993	102646	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	O15528	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL1795082	104164	DNA topoisomerase	Q7CIL8	SINGLE PROTEIN	Yersinia pestis	68	69
CHEMBL1293295	103728	Ubiquitin carboxyl-terminal hydrolase 14	P54578	SINGLE PROTEIN	Homo sapiens	2	3
CHEMBL1649048	103844	Deoxyribonuclease gamma	Q13609	SINGLE PROTEIN	Homo sapiens	3	11
CHEMBL1169595	103464	UDP-galactose 4-epimerase	Q8T8E9	SINGLE PROTEIN	Trypanosoma brucei	14	14
CHEMBL1250361	103494	Cell death protein 3	P42573	SINGLE PROTEIN	Caenorhabditis elegans	4	4
CHEMBL1250369	103502	Preprocathepsin c, putative	Q8I0V1	SINGLE PROTEIN	Plasmodium falciparum 3D7	3	3
CHEMBL1250371	103504	Cysteine proteinase falcipain-1	Q8I6V0	SINGLE PROTEIN	Plasmodium falciparum 3D7	3	3
CHEMBL3994	10356	Enoyl-[acyl-carrier-protein] reductase	Q6GI75	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus MRSA252	77	108
CHEMBL1641356	103838	Aldehyde oxidase	P80456	SINGLE PROTEIN	Oryctolagus cuniculus	36	53
CHEMBL1697672	103951	Falcipain 2	Q9NAW2	SINGLE PROTEIN	Plasmodium falciparum	49	50
CHEMBL1250381	103514	Dual specificity protein phosphatase 6	Q16828	SINGLE PROTEIN	Homo sapiens	35	54
CHEMBL1250415	103529	Beta-hexosaminidase subunit alpha	P06865	SINGLE PROTEIN	Homo sapiens	20	105
CHEMBL1287606	103608	Beta-lactamase SHV-11	Q7X575	SINGLE PROTEIN	Escherichia coli	12	34
CHEMBL2096668	104823	Alcohol dehydrogenase	P00325, P00326, P07327, P08319, P11766, P28332, P40394	PROTEIN FAMILY	Homo sapiens	24	35
CHEMBL2096677	104832	Phosphoglycerate kinase	P00558, P07205	PROTEIN FAMILY	Homo sapiens	252	287
CHEMBL1795143	104223	Poly(ADP-ribose) glycohydrolase	Q86W56	SINGLE PROTEIN	Homo sapiens	30	34
CHEMBL1795144	104224	Thymidylate synthase	Q834R3	SINGLE PROTEIN	Enterococcus faecalis (strain ATCC 700802 / V583)	29	29
CHEMBL1795152	104232	Phospho-2-dehydro-3-deoxyheptonate aldolase	C3TIE2	SINGLE PROTEIN	Escherichia coli	5	5
CHEMBL2007629	104487	26S proteasome non-ATPase regulatory subunit 14	O00487	SINGLE PROTEIN	Homo sapiens	396	396
CHEMBL2073706	104647	Multidrug resistance protein 3	Q08201	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL1795107	104187	Endoglucanase-5	P43316	SINGLE PROTEIN	Humicola insolens	7	7
CHEMBL1075320	103168	Nicotinate-nucleotide adenylyltransferase	C3L5T6	SINGLE PROTEIN	Bacillus anthracis	12	16
CHEMBL1163129	103458	Serine/threonine-protein kinase SBK1	Q52WX2	SINGLE PROTEIN	Homo sapiens	82	82
CHEMBL1741189	103985	FAD-linked sulfhydryl oxidase ALR	P55789	SINGLE PROTEIN	Homo sapiens	1466	1466
CHEMBL1908385	104316	Serine/threonine-protein kinase pknB	P9WI81	SINGLE PROTEIN	Mycobacterium tuberculosis	127	127
CHEMBL2116	10659	AMP-activated protein kinase, alpha-2 subunit	P54646	SINGLE PROTEIN	Homo sapiens	678	1110
CHEMBL2021757	104524	Acylamino-acid-releasing enzyme	P19205	SINGLE PROTEIN	Sus scrofa	3	8
CHEMBL1795174	104254	Mitogen-activated protein kinase 8	Q91Y86	SINGLE PROTEIN	Mus musculus	8	11
CHEMBL1907982	104307	Cytochrome P450 3A12	P24463	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL2094266	104731	Protein kinase C (PKC)	P05696, P09215, P09216, P09217, P63319, P68403, Q64617, Q9WTQ0	PROTEIN FAMILY	Rattus norvegicus	241	298
CHEMBL2096989	104869	Angiotensin-converting enzyme	P12821, Q9BYF1	PROTEIN FAMILY	Homo sapiens	123	148
CHEMBL2096991	104871	Protein farnesyl/geranylgeranyl transferase	P49354, P49356, P53609	PROTEIN COMPLEX GROUP	Homo sapiens	138	143
CHEMBL1944492	104442	Proteasome subunit beta type-8	P28063	SINGLE PROTEIN	Mus musculus	7	7
CHEMBL1944500	104450	Trypanothione reductase	A5JV95	SINGLE PROTEIN	Leishmania amazonensis	4	4
CHEMBL2079849	104670	Serine protease hepsin	P05981	SINGLE PROTEIN	Homo sapiens	104	107
CHEMBL2079851	104672	Snake venom metalloproteinase Bap1	P83512	SINGLE PROTEIN	Bothrops asper	21	21
CHEMBL2079853	104674	Protein-glutamine gamma-glutamyltransferase 2	P21981	SINGLE PROTEIN	Mus musculus	11	11
CHEMBL2094255	104727	DNA topoisomerase II	P11388, Q02880	PROTEIN FAMILY	Homo sapiens	776	1131
CHEMBL2016432	104510	Serine/threonine-protein kinase pknF	P9WI75	SINGLE PROTEIN	Mycobacterium tuberculosis	36	36
CHEMBL2111321	105013	Matrix metalloproteinase (2 and 3)	P08253, P08254	SELECTIVITY GROUP	Homo sapiens	53	56
CHEMBL2111328	105023	Inhibitor of NF-kappa-B kinase (IKK)	O14920, O15111, Q9Y6K9	PROTEIN COMPLEX	Homo sapiens	33	76
CHEMBL2111337	105036	Atrial natriuretic peptide receptor	P16066, P17342, P20594	PROTEIN FAMILY	Homo sapiens	38	49
CHEMBL2111350	105053	Nitric oxide synthase (inducible and endothelial)	P29474, P35228	SELECTIVITY GROUP	Homo sapiens	112	128
CHEMBL2111355	105108	Pho80/Pho85	P17157, P20052	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	2	7
CHEMBL2111367	105055	PI3-kinase p110-alpha/p85-alpha	P27986, P42336	PROTEIN COMPLEX	Homo sapiens	1232	1373
CHEMBL2111369	105058	Inosine-5'-monophosphate dehydrogenase (IMPDH)	P12268, P20839	PROTEIN FAMILY	Homo sapiens	52	61
CHEMBL2111373	105062	Phosphodiesterase 4	O89084, Q01063, Q3UEI1, Q8VBU5	PROTEIN FAMILY	Mus musculus	29	31
CHEMBL2111377	105067	CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)	O00311, Q9UBU7	PROTEIN COMPLEX	Homo sapiens	150	222
CHEMBL2111391	105086	Fibroblast growth factor receptor	P16092, P21803, Q03142, Q61851	PROTEIN FAMILY	Mus musculus	37	37
CHEMBL2111393	105088	Farnesyltransferase	P22007, P29703	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	59	66
CHEMBL2111410	104916	Pho80/Pho85/Pho81 complex	P17157, P17442, P20052	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	1	23
CHEMBL2111411	104918	Phosphodiesterase 7	Q13946, Q9NP56	PROTEIN FAMILY	Homo sapiens	61	64
CHEMBL2111412	104919	Coagulation factor VII and X	P00742, P08709	SELECTIVITY GROUP	Homo sapiens	116	116
CHEMBL2095197	104781	Protein farnesyltransferase	Q02293, Q04631	PROTEIN COMPLEX	Rattus norvegicus	388	437
CHEMBL2096912	104849	Protein farnesyltransferase	Q61239, Q8K2I1	PROTEIN COMPLEX	Mus musculus	278	298
CHEMBL1795119	104199	Chitinase	Q25615	SINGLE PROTEIN	Onchocerca volvulus	60	71
CHEMBL2095233	104805	Cholinesterases; ACHE & BCHE	P06276, P22303	SELECTIVITY GROUP	Homo sapiens	292	337
CHEMBL1926491	104386	Macrophage migration inhibitory factor	P34884	SINGLE PROTEIN	Mus musculus	18	37
CHEMBL2034801	104541	Tyrosine-protein kinase ZAP-70	P43404	SINGLE PROTEIN	Mus musculus	5	5
CHEMBL2034805	104545	N-acylethanolamine-hydrolyzing acid amidase	Q5KTC7	SINGLE PROTEIN	Rattus norvegicus	184	256
CHEMBL1938218	104429	2-dehydro-3-deoxyphosphooctonate aldolase	Q9JZ55	SINGLE PROTEIN	Neisseria meningitidis serogroup B (strain MC58)	6	6
CHEMBL1938220	104431	Inositol-tetrakisphosphate 1-kinase	Q13572	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL1907601	104295	Cyclin-dependent kinase 4/cyclin D1	P11802, P24385	PROTEIN COMPLEX	Homo sapiens	1543	1730
CHEMBL2062352	104587	Eukaryotic translation initiation factor 3 subunit F	O00303	SINGLE PROTEIN	Homo sapiens	1	3
CHEMBL1795187	104267	Acetylpolyamine aminohydrolase	Q48935	SINGLE PROTEIN	Mycoplana ramosa	11	11
CHEMBL1795193	104273	Ribosomal protein S6 kinase delta-1	Q96S38	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL1938225	104436	dTDP-4-dehydrorhamnose reductase	P9WH09	SINGLE PROTEIN	Mycobacterium tuberculosis	49	49
CHEMBL2399	10713	N-acetylgalactosamine-4-sulfatase	P15848	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2111448	104965	CDK6/cyclin D3	P30281, Q00534	PROTEIN COMPLEX	Homo sapiens	228	392
CHEMBL2111470	104997	Phosphodiesterase 2 and 5 (PDE2 and PDE5)	O00408, O76074	SELECTIVITY GROUP	Homo sapiens	28	32
CHEMBL2527	10531	Serine/threonine-protein kinase Chk2	O96017	SINGLE PROTEIN	Homo sapiens	2493	3293
CHEMBL1861	123	4-hydroxyphenylpyruvate dioxygenase	P32754	SINGLE PROTEIN	Homo sapiens	79	82
CHEMBL2171	10235	Dual specificity mitogen-activated protein kinase kinase 6	P52564	SINGLE PROTEIN	Homo sapiens	450	747
CHEMBL2923	12573	Phosphodiesterase 8A	Q76KC6	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3430905	109662	Caspase-3/Caspase-7	P42574, P55210	PROTEIN FAMILY	Homo sapiens	8	8
CHEMBL3085615	107963	Alpha-lytic protease	P00778	SINGLE PROTEIN	Lysobacter enzymogenes	3	3
CHEMBL3430866	109623	Cytochrome P450 3A9	P51538	SINGLE PROTEIN	Rattus norvegicus	0	0
CHEMBL3621036	109900	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	P13995	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2406900	107635	Ubiquitin carboxyl-terminal hydrolase 4	Q13107	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL4352	100042	Dipeptidyl peptidase II	Q9EPB1	SINGLE PROTEIN	Rattus norvegicus	17	17
CHEMBL3301469	108430	Deoxyhypusine hydroxylase	Q8I701	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	3	3
CHEMBL1075246	102951	Xanthine dehydrogenase/oxidase	P22985	SINGLE PROTEIN	Rattus norvegicus	47	52
CHEMBL6019	102426	Candidapepsin-5	P43094	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	3	3
CHEMBL3232683	108271	Replicase polyprotein 1a	P0C6U6	SINGLE PROTEIN	Human coronavirus NL63	6	18
CHEMBL3232700	108288	Glucokinase regulatory protein	Q91X44	SINGLE PROTEIN	Mus musculus	62	72
CHEMBL3232702	108290	Tankyrase-1	Q6PFX9	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3232703	108291	Tankyrase-2	Q3UES3	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3706559	109974	Mitochondrial amidoxime-reducing component 1	Q5VT66	SINGLE PROTEIN	Homo sapiens	9	13
CHEMBL3038451	107877	AMPK alpha1/beta1/gamma2	Q13131, Q9UGJ0, Q9Y478	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL3038454	107880	AMPK alpha1/alpha2	P54646, Q13131	PROTEIN COMPLEX	Homo sapiens	12	12
CHEMBL3038466	107892	Calpain1/2	P07384, P17655	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL3038482	107908	DNA gyrase	P0A0K8, P20831	PROTEIN COMPLEX	Staphylococcus aureus	421	465
CHEMBL3038510	107936	PI3K p110 beta/p85 alpha	P27986, P42338	PROTEIN COMPLEX	Homo sapiens	342	344
CHEMBL3038516	107942	TPR/MET fusion protein	F6ZDS4, P16056	CHIMERIC PROTEIN	Mus musculus	23	51
CHEMBL3243905	108292	Thymidylate synthase	Q2TA32	SINGLE PROTEIN	Bos taurus	4	4
CHEMBL3243912	108299	Ornithine decarboxylase	P27117	SINGLE PROTEIN	Bos taurus	6	7
CHEMBL3243914	108301	Acetylserotonin O-methyltransferase	P10950	SINGLE PROTEIN	Bos taurus	13	28
CHEMBL3707468	109999	Regulator of G-protein signaling 19	P49795	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL3227916	108265	Thymidine kinase, cytosolic	P09768	SINGLE PROTEIN	Cricetulus griseus	53	80
CHEMBL3432	20005	Angiotensin-converting enzyme	Q4ACT8	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL4061	11551	Dihydrolipoamide dehydrogenase	P09623	SINGLE PROTEIN	Sus scrofa	9	51
CHEMBL4858	100780	Orotidine phosphate decarboxylase	P03962	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	5	6
CHEMBL5052	101053	Serine/threonine-protein kinase MRCK beta	Q9Y5S2	SINGLE PROTEIN	Homo sapiens	658	1239
CHEMBL5677	102419	Aspartase	Q59388	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL1075057	102575	Strictosidine beta-glucosidase	Q9M7N7	SINGLE PROTEIN	Catharanthus roseus	9	27
CHEMBL2176777	105352	Poly [ADP-ribose] polymerase 14	Q460N5	SINGLE PROTEIN	Homo sapiens	45	51
CHEMBL2176815	105390	Phosphoglycerate kinase 1	P16617	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2176825	105400	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	P15651	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2176844	105419	STE20-like serine/threonine-protein kinase	O54988	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2176851	105426	Replicative DNA helicase	Q81JI8	SINGLE PROTEIN	Bacillus anthracis	30	30
CHEMBL2176860	105435	Glutaminase liver isoform, mitochondrial	Q571F8	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL3605	17123	Squalene synthetase	Q6IE76	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL1641341	103823	Methionyl-tRNA synthetase	P23395	SINGLE PROTEIN	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	1	2
CHEMBL2271	11979	Alpha-L-fucosidase 2	Q9BTY2	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3421524	109606	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1	P16118	SINGLE PROTEIN	Homo sapiens	37	37
CHEMBL3259480	108321	Acyl-protein thioesterase 2	Q9WTL7	SINGLE PROTEIN	Mus musculus	8	11
CHEMBL3259492	108333	Tissue-type plasminogen activator	P11214	SINGLE PROTEIN	Mus musculus	8	8
CHEMBL3259501	108342	Dipeptidyl peptidase 2	Q9ET22	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3259510	108351	Rhomboid-related protein 4	Q8BHC7	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3271929	108359	Deoxycytidine kinase	P48769	SINGLE PROTEIN	Rattus norvegicus	38	67
CHEMBL3286086	108388	Delta-aminolevulinic acid dehydratase	Q59643	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	15	58
CHEMBL3258	12060	Leucyl-tRNA synthetase	Q9P2J5	SINGLE PROTEIN	Homo sapiens	43	55
CHEMBL3641	18064	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	Q5HMD9	SINGLE PROTEIN	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	21	21
CHEMBL4048	11599	Malate dehydrogenase cytoplasmic	P11708	SINGLE PROTEIN	Sus scrofa	45	54
CHEMBL4065	11606	Carboxypeptidase B	P09955	SINGLE PROTEIN	Sus scrofa	31	48
CHEMBL3102688	107988	BirA bifunctional protein	P96884	SINGLE PROTEIN	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	5	5
CHEMBL2163178	105218	Serine protease SplB	Q53781	SINGLE PROTEIN	Staphylococcus aureus	26	50
CHEMBL2363049	105744	Epidermal growth factor receptor	P00533, P04626, P21860, Q15303	PROTEIN FAMILY	Homo sapiens	1004	2030
CHEMBL4241	11229	Squalene monooxygenase	P52020	SINGLE PROTEIN	Rattus norvegicus	65	69
CHEMBL4310	30039	Serine/threonine-protein kinase MST2	Q9JI10	SINGLE PROTEIN	Mus musculus	20	20
CHEMBL4640	100008	Phosphodiesterase 8A	O60658	SINGLE PROTEIN	Homo sapiens	136	160
CHEMBL5397	101172	Low molecular weight phosphotyrosine protein phosphatase	P40347	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	21	21
CHEMBL1075102	103152	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha	O00443	SINGLE PROTEIN	Homo sapiens	79	84
CHEMBL6196	102794	UDP-glucuronosyltransferase 2B4	P06133	SINGLE PROTEIN	Homo sapiens	95	139
CHEMBL1667685	103877	Neuraminidase	Q2LFS1	SINGLE PROTEIN	Influenza A virus	2	6
CHEMBL1908382	104313	Serine/threonine-protein kinase PRP4 homolog	Q13523	SINGLE PROTEIN	Homo sapiens	73	73
CHEMBL2096619	104812	Phosphatidylinositol 4-kinase, PI4K	P42356, Q8TCG2, Q9BTU6, Q9UBF8	PROTEIN FAMILY	Homo sapiens	93	160
CHEMBL3390828	109553	DNA gyrase	P48372, Q9I7C2	PROTEIN COMPLEX	Pseudomonas aeruginosa	38	38
CHEMBL3341581	109495	Prostaglandin E synthase	A0SYQ0	SINGLE PROTEIN	Canis familiaris	5	8
CHEMBL3509583	109672	Arylacetamide deacetylase	Q99PG0	SINGLE PROTEIN	Mus musculus	2	22
CHEMBL3509588	109677	Lathosterol oxidase	O75845	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3509596	109685	Cytochrome P450 2C13, male-specific	P20814	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL3308933	109215	Arg-gingipain-1 proteinase	Q51816	SINGLE PROTEIN	Porphyromonas gingivalis	2	2
CHEMBL3308957	109244	Oleandomycin glycosyltransferase	Q53685	SINGLE PROTEIN	Streptomyces antibioticus	8	79
CHEMBL3308959	109246	Delta-aminolevulinic acid dehydratase	P54919	SINGLE PROTEIN	Streptomyces coelicolor	1	2
CHEMBL3308965	109252	Eukaryotic initiation factor 4A	P41378	SINGLE PROTEIN	Triticum aestivum	1	1
CHEMBL3308970	109258	Delta-aminolevulinic acid dehydratase	P30950	SINGLE PROTEIN	Bacillus subtilis	1	2
CHEMBL3309009	109147	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	P0ABF8	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309027	109165	Putative reactive intermediate deaminase TdcF	P0AGL2	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2366422	106566	Acetylcholinesterase	C5IU80	SINGLE PROTEIN	Spodoptera litura	1	1
CHEMBL2366444	106588	Peroxidase	K2RV19	SINGLE PROTEIN	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	2	11
CHEMBL2366446	106590	Acetylcholinesterase	K4JQ36	SINGLE PROTEIN	Laodelphax striatella	4	20
CHEMBL3124731	108043	Presequence protease, mitochondrial	Q5JRX3	SINGLE PROTEIN	Homo sapiens	2	20
