log_fl	modelname	target	optimizer	learning_rate	epoch	hidden1	hidden2	dropout	rotate	save_model	test_f1score	test_mcc	test_accuracy	test_precision	test_recall	test_tp	test_fp	test_tn	test_fn	test_threshold	val_auc	val_auprc	test_auc	test_auprc
convnetTop5Run_612.out	ImageNetInceptionV2	CHEMBL4588	RMSprop	0.0005	15	0	0	0.8	0	1	0.77	0.45	0.73	0.79	0.74	148	39	94	51	0.01	0.79	0.86	0.81	0.86
convnetTop5Run_1470.out	ImageNetInceptionV2	CHEMBL1850	adam	0.0001	30	0	0	0.6	0	1	0.79	0.63	0.81	0.9	0.7	28	3	35	12	0.93	0.91	0.92	0.9	0.92
convnetTop5Run_2192.out	ImageNetInceptionV2	CHEMBL3816	adam	0.0005	15	0	0	0.8	0	1	0.89	0.69	0.85	0.95	0.83	40	2	18	8	0.01	0.95	0.97	0.92	0.97
convnetTop5Run_821.out	ImageNetInceptionV2	CHEMBL4600	adam	0.0005	15	0	0	0.6	0	1	0.62	0.0	0.45	0.45	1.0	30	37	0	0	1.0	0.89	0.86	0.87	0.77
convnetTop5Run_2838.out	ImageNetInceptionV2	CHEMBL2004	adam	0.0001	30	0	0	0.6	0	1	0.94	0.86	0.93	0.92	0.96	24	2	16	1	1.0	0.95	0.88	0.99	0.99
convnetTop5Run_2805.out	ImageNetInceptionV2	CHEMBL5462	adam	0.0005	15	0	0	0.8	0	1	0.93	0.82	0.91	0.89	0.99	78	10	37	1	0.57	0.96	0.97	0.98	0.99
convnetTop5Run_2839.out	ImageNetInceptionV2	CHEMBL2004	adam	0.0005	30	0	0	0.8	0	1	0.94	0.87	0.93	1.0	0.88	23	0	18	3	0.56	0.96	0.98	0.99	1.0
convnetTop5Run_2187.out	ImageNetInceptionV2	CHEMBL1795186	RMSprop	0.0005	15	0	0	0.8	0	1	0.71	0.1	0.55	0.55	1.0	61	50	1	0	1.0	0.71	0.64	0.66	0.64
convnetTop5Run_2193.out	ImageNetInceptionV2	CHEMBL3816	adam	0.0001	15	0	0	0.8	0	1	0.82	0.53	0.77	0.76	0.9	28	9	13	3	0.79	0.89	0.9	0.85	0.88
convnetTop5Run_1471.out	ImageNetInceptionV2	CHEMBL4722	adam	0.001	15	0	0	0.8	0	1	0.85	0.71	0.85	0.89	0.81	366	45	398	88	0.47	0.91	0.9	0.93	0.92
convnetTop5Run_1465.out	ImageNetInceptionV2	CHEMBL2147	RMSprop	0.001	15	0	0	0.6	0	1	0.83	0.69	0.84	0.88	0.79	269	36	325	73	0.4	0.92	0.92	0.92	0.92
convnetTop5Run_607.out	ImageNetInceptionV2	CHEMBL3004	adam	0.0005	5	0	0	0.6	0	1	0.0	0.0	0.28	0.0	0.0	0	0	18	47	1.0	0.69	0.84	0.74	0.89
convnetTop5Run_3514.out	ImageNetInceptionV2	CHEMBL4427	adam	0.0005	30	0	0	0.8	0	1	0.83	0.64	0.81	0.76	0.92	68	21	49	6	0.98	0.91	0.93	0.9	0.9
convnetTop5Run_2144.out	ImageNetInceptionV2	CHEMBL3719	RMSprop	0.0005	30	0	0	0.6	0	1	0.95	0.91	0.96	1.0	0.9	19	0	24	2	0.98	1.0	1.0	1.0	1.0
convnetTop5Run_1459.out	ImageNetInceptionV2	CHEMBL330	adam	0.001	15	0	0	0.8	0	1	0.88	0.73	0.87	0.91	0.86	92	9	64	15	0.17	0.9	0.94	0.93	0.96
convnetTop5Run_2636.out	ImageNetInceptionV2	CHEMBL2611	adam	0.0005	30	0	0	0.6	0	1	0.97	0.95	0.97	0.97	0.97	37	1	35	1	0.81	0.97	0.98	1.0	1.0
convnetTop5Run_388.out	ImageNetInceptionV2	CHEMBL3905	adam	0.0001	5	0	0	0.8	0	1	0.67	0.46	0.73	0.75	0.6	24	8	42	16	0.11	0.84	0.83	0.75	0.77
convnetTop5Run_1698.out	ImageNetInceptionV2	CHEMBL5011	RMSprop	0.001	15	0	0	0.6	0	1	0.67	0.54	0.71	1.0	0.5	12	0	17	12	0.57	0.68	0.75	0.89	0.93
convnetTop5Run_2391.out	ImageNetInceptionV2	CHEMBL3399910	RMSprop	0.0005	30	0	0	0.8	0	1	0.67	0.28	0.55	0.51	1.0	35	34	6	0	1.0	0.87	0.78	0.82	0.71
convnetTop5Run_377.out	ImageNetInceptionV2	CHEMBL4781	adam	0.0001	15	0	0	0.8	0	1	0.65	0.54	0.71	1.0	0.48	15	0	24	16	0.01	0.88	0.93	0.79	0.88
convnetTop5Run_1115.out	ImageNetInceptionV2	CHEMBL6140	adam	0.0005	15	0	0	0.6	0	1	0.96	0.9	0.95	0.99	0.93	147	2	106	11	0.89	0.98	0.99	0.98	0.99
convnetTop5Run_2408.out	ImageNetInceptionV2	CHEMBL3638364	adam	0.001	30	0	0	0.6	0	1	0.32	0.27	0.62	0.83	0.2	5	1	30	20	0.05	0.95	0.93	0.93	0.88
convnetTop5Run_1101.out	ImageNetInceptionV2	CHEMBL4071	RMSprop	0.001	5	0	0	0.6	0	1	0.7	0.37	0.62	0.55	0.95	21	17	9	1	0.38	0.44	0.39	0.6	0.5
convnetTop5Run_1667.out	ImageNetInceptionV2	CHEMBL332	RMSprop	0.0005	5	0	0	0.6	0	1	0.77	0.46	0.71	0.66	0.93	372	192	169	27	1.0	0.81	0.8	0.81	0.8
convnetTop5Run_363.out	ImageNetInceptionV2	CHEMBL4607	adam	0.0001	30	0	0	0.6	0	1	0.92	0.82	0.91	0.91	0.92	73	7	57	6	0.94	0.96	0.98	0.91	0.87
convnetTop5Run_3070.out	ImageNetInceptionV2	CHEMBL2850	RMSprop	0.0001	15	0	0	0.8	0	1	0.7	0.36	0.68	0.74	0.66	39	14	33	20	0.34	0.78	0.79	0.77	0.82
convnetTop5Run_3058.out	ImageNetInceptionV2	CHEMBL4234	adam	0.0001	15	0	0	0.6	0	1	0.77	0.38	0.7	0.91	0.67	29	3	10	14	0.21	0.86	0.92	0.78	0.92
convnetTop5Run_2346.out	ImageNetInceptionV2	CHEMBL3802	adam	0.001	15	0	0	0.6	0	1	0.95	0.89	0.94	0.97	0.94	30	1	21	2	0.95	0.99	0.99	0.99	0.99
convnetTop5Run_2420.out	ImageNetInceptionV2	CHEMBL1904	adam	0.0001	15	0	0	0.8	0	1	0.86	0.77	0.87	0.75	1.0	18	6	22	0	0.1	0.89	0.86	0.94	0.88
convnetTop5Run_1129.out	ImageNetInceptionV2	CHEMBL344	RMSprop	0.001	15	0	0	0.6	0	1	0.91	0.84	0.92	0.93	0.9	492	38	547	55	0.93	0.96	0.95	0.97	0.97
convnetTop5Run_439.out	ImageNetInceptionV2	CHEMBL3242	adam	0.0005	5	0	0	0.8	0	1	0.78	0.36	0.71	0.77	0.79	88	26	33	23	0.64	0.76	0.82	0.71	0.82
convnetTop5Run_2352.out	ImageNetInceptionV2	CHEMBL3267	adam	0.0005	5	0	0	0.8	0	1	0.27	0.15	0.48	0.79	0.17	11	3	42	55	0.07	0.71	0.76	0.72	0.76
convnetTop5Run_1883.out	ImageNetInceptionV2	CHEMBL1075104	RMSprop	0.001	15	0	0	0.6	0	1	0.64	0.54	0.73	0.97	0.47	71	2	149	79	0.01	0.88	0.88	0.89	0.9
convnetTop5Run_75.out	ImageNetInceptionV2	CHEMBL340	adam	0.0005	15	0	0	0.6	0	1	0.89	0.76	0.88	0.89	0.89	47	6	43	6	0.3	0.89	0.9	0.94	0.94
convnetTop5Run_1908.out	ImageNetInceptionV2	CHEMBL3310	adam	0.0001	30	0	0	0.8	0	1	0.0	0.0	0.62	0.0	0.0	0	0	38	23	1.0	0.77	0.8	0.75	0.72
convnetTop5Run_2583.out	ImageNetInceptionV2	CHEMBL4685	adam	0.0005	30	0	0	0.8	0	1	0.67	0.46	0.69	0.89	0.53	25	3	30	22	0.01	0.84	0.88	0.76	0.82
convnetTop5Run_49.out	ImageNetInceptionV2	CHEMBL4478	RMSprop	0.0005	5	0	0	0.8	0	1	0.6	0.14	0.56	0.53	0.68	26	23	19	12	0.52	0.64	0.71	0.61	0.63
convnetTop5Run_1934.out	ImageNetInceptionV2	CHEMBL1944	adam	0.0001	15	0	0	0.8	0	1	0.78	0.46	0.74	0.74	0.82	28	10	17	6	0.99	0.81	0.83	0.78	0.79
convnetTop5Run_3110.out	ImageNetInceptionV2	CHEMBL3943	RMSprop	0.0005	15	0	0	0.6	0	1	0.0	0.0	0.45	0.0	0.0	0	0	45	56	1.0	0.83	0.81	0.78	0.74
convnetTop5Run_203.out	ImageNetInceptionV2	CHEMBL4618	adam	0.0001	30	0	0	0.6	0	1	0.97	0.93	0.97	0.97	0.97	86	3	82	3	0.05	0.97	0.98	0.98	0.99
convnetTop5Run_1707.out	ImageNetInceptionV2	CHEMBL4329	adam	0.0001	15	0	0	0.6	0	1	0.79	0.63	0.81	0.9	0.7	26	3	32	11	0.89	0.9	0.86	0.87	0.84
convnetTop5Run_1061.out	ImageNetInceptionV2	CHEMBL2069	adam	0.001	15	0	0	0.8	0	1	0.8	0.66	0.84	0.81	0.8	63	15	97	16	0.15	0.91	0.85	0.92	0.89
convnetTop5Run_565.out	ImageNetInceptionV2	CHEMBL2049	RMSprop	0.001	15	0	0	0.6	0	1	0.88	0.75	0.88	0.89	0.86	102	12	101	17	0.05	0.98	0.99	0.95	0.95
convnetTop5Run_1075.out	ImageNetInceptionV2	CHEMBL4018	RMSprop	0.0001	15	0	0	0.8	0	1	0.86	0.74	0.87	0.9	0.82	47	5	54	10	1.0	0.97	0.98	0.9	0.9
convnetTop5Run_1713.out	ImageNetInceptionV2	CHEMBL2373	adam	0.0005	15	0	0	0.8	0	1	0.67	0.44	0.69	0.86	0.55	36	6	42	29	0.02	0.78	0.83	0.79	0.86
convnetTop5Run_2232.out	ImageNetInceptionV2	CHEMBL1978	adam	0.0005	5	0	0	0.8	0	1	0.77	0.42	0.71	0.68	0.89	151	72	68	18	0.01	0.79	0.82	0.79	0.81
convnetTop5Run_2554.out	ImageNetInceptionV2	CHEMBL1901	adam	0.001	15	0	0	0.8	0	1	0.91	0.84	0.92	0.95	0.87	53	3	80	8	0.2	0.97	0.95	0.97	0.96
convnetTop5Run_968.out	ImageNetInceptionV2	CHEMBL226	RMSprop	0.001	15	0	0	0.6	0	1	0.92	0.83	0.91	0.88	0.96	619	81	507	28	0.21	0.96	0.97	0.96	0.96
convnetTop5Run_2795.out	ImageNetInceptionV2	CHEMBL5888	RMSprop	0.001	15	0	0	0.8	0	1	0.7	0.3	0.58	0.54	0.99	114	96	22	1	0.99	0.79	0.75	0.81	0.72
convnetTop5Run_1288.out	ImageNetInceptionV2	CHEMBL5776	adam	0.001	15	0	0	0.6	0	1	0.0	0.0	0.49	0.0	0.0	0	0	25	26	1.0	0.86	0.82	0.78	0.82
convnetTop5Run_954.out	ImageNetInceptionV2	CHEMBL1075293	adam	0.001	15	0	0	0.8	0	1	0.77	0.46	0.73	0.74	0.8	20	7	13	5	0.94	0.91	0.93	0.79	0.84
convnetTop5Run_2959.out	ImageNetInceptionV2	CHEMBL4895	adam	0.001	15	0	0	0.8	0	1	0.59	0.22	0.59	0.71	0.51	24	10	24	23	0.02	0.79	0.76	0.7	0.78
convnetTop5Run_3474.out	ImageNetInceptionV2	CHEMBL3234	adam	0.0005	15	0	0	0.8	0	1	0.81	0.57	0.79	0.83	0.78	60	12	47	17	0.1	0.92	0.88	0.86	0.87
convnetTop5Run_767.out	ImageNetInceptionV2	CHEMBL2366	RMSprop	0.0001	30	0	0	0.6	0	1	0.21	0.06	0.58	0.5	0.13	3	3	29	20	0.97	0.71	0.72	0.56	0.48
convnetTop5Run_3312.out	ImageNetInceptionV2	CHEMBL2001	adam	0.0005	15	0	0	0.8	0	1	0.94	0.89	0.94	0.97	0.91	156	5	180	15	0.01	0.99	0.99	0.99	0.99
convnetTop5Run_1511.out	ImageNetInceptionV2	CHEMBL4501	adam	0.001	5	0	0	0.8	0	1	0.79	0.55	0.77	0.76	0.83	119	37	93	25	0.25	0.86	0.87	0.86	0.88
convnetTop5Run_773.out	ImageNetInceptionV2	CHEMBL4816	adam	0.001	5	0	0	0.6	0	1	0.13	0.19	0.52	1.0	0.07	3	0	39	39	0.18	0.89	0.85	0.81	0.82
convnetTop5Run_1277.out	ImageNetInceptionV2	CHEMBL2563	RMSprop	0.0001	15	0	0	0.6	0	1	0.59	0.08	0.48	0.44	0.89	16	20	4	2	0.5	0.54	0.53	0.55	0.5
convnetTop5Run_983.out	ImageNetInceptionV2	CHEMBL253	adam	0.001	15	0	0	0.6	0	1	0.91	0.79	0.9	0.9	0.91	681	72	533	67	0.01	0.96	0.96	0.96	0.97
convnetTop5Run_2024.out	ImageNetInceptionV2	CHEMBL2148	adam	0.001	30	0	0	0.6	0	1	0.84	0.72	0.85	0.92	0.77	273	23	339	81	0.62	0.91	0.91	0.93	0.93
convnetTop5Run_1273.out	ImageNetInceptionV2	CHEMBL3476	adam	0.0005	30	0	0	0.6	0	1	0.74	0.49	0.74	0.84	0.67	36	7	34	18	0.18	0.81	0.81	0.83	0.83
convnetTop5Run_1515.out	ImageNetInceptionV2	CHEMBL4501	adam	0.0001	5	0	0	0.6	0	1	0.02	0.06	0.5	1.0	0.01	1	0	132	131	0.03	0.75	0.74	0.81	0.84
convnetTop5Run_3302.out	ImageNetInceptionV2	CHEMBL5471	RMSprop	0.0005	15	0	0	0.6	0	1	0.0	0.0	0.5	0.0	0.0	0	0	41	41	1.0	0.97	0.96	0.89	0.89
convnetTop5Run_3316.out	ImageNetInceptionV2	CHEMBL1829	adam	0.0001	15	0	0	0.6	0	1	0.77	0.3	0.65	0.63	0.99	81	47	10	1	0.03	0.63	0.75	0.75	0.79
convnetTop5Run_1267.out	ImageNetInceptionV2	CHEMBL214	adam	0.001	5	0	0	0.8	0	1	0.73	0.47	0.73	0.74	0.73	474	169	475	175	0.23	0.84	0.81	0.82	0.79
convnetTop5Run_763.out	ImageNetInceptionV2	CHEMBL2016	adam	0.001	15	0	0	0.6	0	1	0.68	0.35	0.67	0.61	0.77	34	22	30	10	0.8	0.88	0.88	0.81	0.85
convnetTop5Run_3470.out	ImageNetInceptionV2	CHEMBL2413	adam	0.0005	15	0	0	0.8	0	1	0.83	0.69	0.84	0.82	0.83	90	20	116	18	0.97	0.93	0.91	0.91	0.89
convnetTop5Run_1529.out	ImageNetInceptionV2	CHEMBL4472	adam	0.001	15	0	0	0.8	0	1	0.79	0.48	0.75	0.77	0.82	23	7	13	5	1.0	0.82	0.83	0.85	0.87
convnetTop5Run_6.out	ImageNetInceptionV2	CHEMBL3880	adam	0.001	15	0	0	0.8	0	1	0.57	0.35	0.66	0.78	0.45	18	5	34	22	0.01	0.77	0.71	0.71	0.67
convnetTop5Run_2961.out	ImageNetInceptionV2	CHEMBL3594	adam	0.001	30	0	0	0.6	0	1	0.86	0.57	0.8	0.8	0.93	163	42	61	13	0.58	0.84	0.86	0.89	0.92
convnetTop5Run_2975.out	ImageNetInceptionV2	CHEMBL2363	adam	0.0005	15	0	0	0.8	0	1	0.69	0.42	0.7	0.79	0.61	46	12	51	30	0.02	0.77	0.86	0.76	0.77
convnetTop5Run_978.out	ImageNetInceptionV2	CHEMBL4489	adam	0.0005	15	0	0	0.6	0	1	0.4	0.37	0.6	1.0	0.25	6	0	21	18	0.01	0.98	0.99	0.97	0.97
convnetTop5Run_2785.out	ImageNetInceptionV2	CHEMBL2146302	adam	0.0001	15	0	0	0.8	0	1	0.91	0.76	0.88	0.85	0.98	50	9	25	1	0.07	0.93	0.92	0.92	0.92
convnetTop5Run_950.out	ImageNetInceptionV2	CHEMBL1293289	adam	0.0005	5	0	0	0.6	0	1	0.8	0.64	0.8	0.69	0.95	42	19	41	2	0.07	0.84	0.79	0.95	0.93
convnetTop5Run_2791.out	ImageNetInceptionV2	CHEMBL5888	RMSprop	0.0005	15	0	0	0.6	0	1	0.85	0.76	0.87	0.99	0.74	84	1	120	29	0.01	0.97	0.97	0.97	0.98
convnetTop5Run_3100.out	ImageNetInceptionV2	CHEMBL3949	adam	0.001	30	0	0	0.6	0	1	0.84	0.7	0.83	0.74	0.98	53	19	47	1	1.0	0.92	0.91	0.92	0.88
convnetTop5Run_213.out	ImageNetInceptionV2	CHEMBL4482	adam	0.0005	30	0	0	0.8	0	1	0.78	0.67	0.82	0.95	0.66	21	1	35	11	0.01	0.96	0.97	0.88	0.89
convnetTop5Run_1071.out	ImageNetInceptionV2	CHEMBL4018	adam	0.001	30	0	0	0.6	0	1	0.93	0.86	0.93	0.91	0.95	52	5	53	3	0.25	0.95	0.96	0.97	0.97
convnetTop5Run_1703.out	ImageNetInceptionV2	CHEMBL3776	adam	0.001	15	0	0	0.8	0	1	0.74	0.48	0.74	0.76	0.72	28	9	29	11	0.34	0.85	0.73	0.84	0.83
convnetTop5Run_2222.out	ImageNetInceptionV2	CHEMBL3996	adam	0.001	5	0	0	0.8	0	1	0.92	0.86	0.93	0.99	0.87	77	1	87	12	0.05	0.97	0.98	0.98	0.99
convnetTop5Run_2550.out	ImageNetInceptionV2	CHEMBL259	adam	0.001	15	0	0	0.8	0	1	0.93	0.86	0.93	0.96	0.89	428	17	426	51	0.8	0.97	0.97	0.98	0.98
convnetTop5Run_71.out	ImageNetInceptionV2	CHEMBL340	adam	0.0005	5	0	0	0.6	0	1	0.82	0.72	0.84	1.0	0.69	36	0	50	16	0.99	0.93	0.94	0.91	0.93
convnetTop5Run_2587.out	ImageNetInceptionV2	CHEMBL3911	adam	0.0005	15	0	0	0.6	0	1	0.83	0.71	0.85	0.9	0.78	45	5	58	13	0.02	0.96	0.97	0.95	0.94
convnetTop5Run_367.out	ImageNetInceptionV2	CHEMBL4017	adam	0.001	30	0	0	0.8	0	1	0.87	0.77	0.89	0.93	0.81	39	3	55	9	0.57	0.98	0.98	0.94	0.9
convnetTop5Run_1663.out	ImageNetInceptionV2	CHEMBL4145	RMSprop	0.0001	30	0	0	0.8	0	1	0.75	0.25	0.61	0.6	1.0	25	17	2	0	1.0	0.71	0.71	0.67	0.77
convnetTop5Run_2356.out	ImageNetInceptionV2	CHEMBL4054	adam	0.001	15	0	0	0.8	0	1	0.93	0.87	0.93	1.0	0.87	20	0	19	3	0.77	1.0	1.0	0.97	0.99
convnetTop5Run_2430.out	ImageNetInceptionV2	CHEMBL1870	adam	0.0001	15	0	0	0.8	0	1	0.86	0.62	0.81	0.76	1.0	19	6	6	0	0.02	0.83	0.78	0.94	0.96
convnetTop5Run_1139.out	ImageNetInceptionV2	CHEMBL3649	adam	0.0005	30	0	0	0.6	0	1	0.93	0.8	0.91	0.91	0.94	106	10	58	7	0.7	0.93	0.96	0.94	0.96
convnetTop5Run_1893.out	ImageNetInceptionV2	CHEMBL2967	adam	0.0001	15	0	0	0.6	0	1	0.0	0.0	0.62	0.0	0.0	0	0	28	17	1.0	0.75	0.83	0.48	0.4
convnetTop5Run_398.out	ImageNetInceptionV2	CHEMBL4792	adam	0.0005	30	0	0	0.6	0	1	0.95	0.9	0.95	0.97	0.93	327	9	339	25	0.03	0.99	0.99	0.99	0.99
convnetTop5Run_1850.out	ImageNetInceptionV2	CHEMBL3710	adam	0.001	5	0	0	0.8	0	1	0.85	0.7	0.85	0.79	0.92	84	22	75	7	1.0	0.95	0.97	0.94	0.94
convnetTop5Run_3510.out	ImageNetInceptionV2	CHEMBL3202	adam	0.0001	30	0	0	0.8	0	1	0.75	0.47	0.73	0.71	0.8	40	16	32	10	0.89	0.83	0.8	0.81	0.8
convnetTop5Run_3276.out	ImageNetInceptionV2	CHEMBL1844	adam	0.0005	5	0	0	0.8	0	1	0.85	0.71	0.85	0.82	0.89	147	33	150	18	1.0	0.94	0.94	0.93	0.93
convnetTop5Run_171.out	ImageNetInceptionV2	CHEMBL2072	adam	0.001	15	0	0	0.8	0	1	0.94	0.9	0.95	1.0	0.88	23	0	36	3	0.93	0.97	0.98	0.97	0.97
convnetTop5Run_617.out	ImageNetInceptionV2	CHEMBL251	RMSprop	0.0005	5	0	0	0.8	0	1	0.9	0.79	0.89	0.88	0.92	619	82	523	55	0.98	0.94	0.94	0.95	0.95
convnetTop5Run_1313.out	ImageNetInceptionV2	CHEMBL2288	RMSprop	0.0001	15	0	0	0.6	0	1	0.74	0.48	0.73	0.66	0.83	25	13	23	5	0.82	0.81	0.81	0.78	0.72
convnetTop5Run_2154.out	ImageNetInceptionV2	CHEMBL2073	RMSprop	0.0001	30	0	0	0.6	0	1	0.57	0.5	0.7	1.0	0.4	10	0	25	15	0.99	0.83	0.84	0.87	0.89
convnetTop5Run_159.out	ImageNetInceptionV2	CHEMBL3636	RMSprop	0.001	15	0	0	0.6	0	1	0.77	0.62	0.81	0.86	0.71	12	2	18	5	0.55	0.89	0.91	0.89	0.9
convnetTop5Run_818.out	ImageNetInceptionV2	CHEMBL3227	adam	0.001	30	0	0	0.8	0	1	0.86	0.69	0.84	0.91	0.81	61	6	47	14	0.69	0.92	0.94	0.92	0.92
convnetTop5Run_2801.out	ImageNetInceptionV2	CHEMBL5462	adam	0.0001	5	0	0	0.8	0	1	0.71	0.34	0.61	0.56	0.98	63	50	16	1	1.0	0.89	0.85	0.9	0.86
convnetTop5Run_824.out	ImageNetInceptionV2	CHEMBL4600	adam	0.0001	15	0	0	0.8	0	1	0.85	0.72	0.84	0.73	1.0	33	12	30	0	0.31	0.97	0.97	0.97	0.95
convnetTop5Run_2197.out	ImageNetInceptionV2	CHEMBL4142	adam	0.0005	15	0	0	0.6	0	1	0.83	0.69	0.84	0.78	0.89	40	11	46	5	0.94	0.93	0.93	0.91	0.89
convnetTop5Run_3289.out	ImageNetInceptionV2	CHEMBL3892	RMSprop	0.001	30	0	0	0.6	0	1	0.91	0.82	0.91	0.89	0.92	117	14	118	10	1.0	0.98	0.97	0.97	0.96
convnetTop5Run_2183.out	ImageNetInceptionV2	CHEMBL4093	adam	0.0005	15	0	0	0.6	0	1	0.69	0.21	0.55	0.53	1.0	118	106	10	0	0.99	0.8	0.71	0.81	0.73
convnetTop5Run_2182.out	ImageNetInceptionV2	CHEMBL4093	RMSprop	0.0005	30	0	0	0.8	0	1	0.65	0.15	0.5	0.48	1.0	111	119	6	0	1.0	0.61	0.52	0.56	0.5
convnetTop5Run_825.out	ImageNetInceptionV2	CHEMBL4600	RMSprop	0.0005	15	0	0	0.8	0	1	0.0	0.0	0.58	0.0	0.0	0	0	43	31	1.0	0.84	0.83	0.82	0.79
convnetTop5Run_2828.out	ImageNetInceptionV2	CHEMBL4005	adam	0.0005	5	0	0	0.6	0	1	0.67	0.21	0.6	0.8	0.57	49	12	23	37	0.46	0.74	0.84	0.68	0.82
convnetTop5Run_2196.out	ImageNetInceptionV2	CHEMBL4142	adam	0.001	15	0	0	0.8	0	1	0.12	0.17	0.46	1.0	0.07	4	0	44	56	0.15	0.73	0.71	0.74	0.83
convnetTop5Run_2814.out	ImageNetInceptionV2	CHEMBL2858	RMSprop	0.001	15	0	0	0.6	0	1	0.71	0.53	0.75	0.86	0.6	55	9	84	37	0.03	0.93	0.93	0.88	0.88
convnetTop5Run_2633.out	ImageNetInceptionV2	CHEMBL254	adam	0.0005	15	0	0	0.8	0	1	0.81	0.6	0.8	0.82	0.81	83	18	68	20	0.43	0.89	0.89	0.87	0.82
convnetTop5Run_2155.out	ImageNetInceptionV2	CHEMBL2073	adam	0.001	15	0	0	0.6	0	1	0.67	0.49	0.72	0.87	0.54	13	2	21	11	1.0	0.86	0.89	0.78	0.75
convnetTop5Run_616.out	ImageNetInceptionV2	CHEMBL251	RMSprop	0.001	15	0	0	0.6	0	1	0.92	0.83	0.91	0.91	0.94	648	67	522	44	0.01	0.96	0.95	0.96	0.95
convnetTop5Run_602.out	ImageNetInceptionV2	CHEMBL2008	adam	0.0001	15	0	0	0.6	0	1	0.74	0.56	0.78	0.82	0.68	23	5	33	11	0.75	0.94	0.94	0.84	0.82
convnetTop5Run_3511.out	ImageNetInceptionV2	CHEMBL4427	adam	0.0001	15	0	0	0.8	0	1	0.77	0.56	0.74	0.65	0.97	60	33	42	2	1.0	0.89	0.92	0.86	0.81
convnetTop5Run_2169.out	ImageNetInceptionV2	CHEMBL3785	adam	0.0005	15	0	0	0.6	0	1	0.76	0.66	0.82	0.94	0.64	29	2	55	16	0.02	0.94	0.92	0.94	0.93
convnetTop5Run_3277.out	ImageNetInceptionV2	CHEMBL1844	adam	0.0001	5	0	0	0.8	0	1	0.72	0.53	0.76	0.84	0.64	104	20	143	59	0.98	0.89	0.89	0.85	0.85
convnetTop5Run_1851.out	ImageNetInceptionV2	CHEMBL4566	adam	0.001	15	0	0	0.8	0	1	0.83	0.68	0.84	0.78	0.9	121	34	125	14	0.5	0.94	0.94	0.93	0.9
convnetTop5Run_399.out	ImageNetInceptionV2	CHEMBL4792	adam	0.0005	15	0	0	0.8	0	1	0.93	0.87	0.93	0.93	0.94	325	25	335	21	1.0	0.98	0.98	0.98	0.98
convnetTop5Run_2394.out	ImageNetInceptionV2	CHEMBL3399910	RMSprop	0.0001	30	0	0	0.8	0	1	0.94	0.9	0.95	0.89	1.0	31	4	40	0	0.44	0.98	0.99	0.98	0.97
convnetTop5Run_428.out	ImageNetInceptionV2	CHEMBL324	adam	0.001	30	0	0	0.8	0	1	0.79	0.57	0.78	0.81	0.77	79	18	74	24	0.98	0.88	0.89	0.87	0.88
convnetTop5Run_1892.out	ImageNetInceptionV2	CHEMBL2967	adam	0.001	30	0	0	0.8	0	1	0.44	0.12	0.54	0.64	0.33	7	4	14	14	0.01	0.73	0.82	0.66	0.71
convnetTop5Run_3049.out	ImageNetInceptionV2	CHEMBL3411	adam	0.0005	15	0	0	0.6	0	1	0.5	0.05	0.52	0.53	0.48	10	9	12	11	0.23	0.72	0.75	0.56	0.63
convnetTop5Run_2357.out	ImageNetInceptionV2	CHEMBL4054	RMSprop	0.001	15	0	0	0.6	0	1	0.91	0.81	0.9	0.88	0.95	21	3	17	1	0.07	0.94	0.97	0.98	0.98
convnetTop5Run_1886.out	ImageNetInceptionV2	CHEMBL5669	adam	0.0005	30	0	0	0.8	0	1	0.88	0.73	0.87	0.85	0.91	40	7	31	4	0.94	0.96	0.97	0.91	0.91
convnetTop5Run_1110.out	ImageNetInceptionV2	CHEMBL233	adam	0.0005	15	0	0	0.6	0	1	0.88	0.75	0.87	0.89	0.87	600	75	530	89	0.98	0.93	0.93	0.93	0.94
convnetTop5Run_1676.out	ImageNetInceptionV2	CHEMBL286	adam	0.0005	30	0	0	0.8	0	1	0.9	0.7	0.86	0.84	0.98	217	42	81	5	1.0	0.92	0.93	0.94	0.96
convnetTop5Run_400.out	ImageNetInceptionV2	CHEMBL4792	RMSprop	0.0005	30	0	0	0.8	0	1	0.9	0.81	0.9	0.83	0.99	325	66	300	4	1.0	0.99	0.99	0.99	0.99
convnetTop5Run_1104.out	ImageNetInceptionV2	CHEMBL4071	adam	0.001	15	0	0	0.8	0	1	0.44	0.02	0.5	0.56	0.37	10	8	15	17	0.01	0.73	0.72	0.59	0.61
convnetTop5Run_2592.out	ImageNetInceptionV2	CHEMBL1945	adam	0.0005	5	0	0	0.8	0	1	0.91	0.82	0.91	0.89	0.94	163	20	152	11	0.76	0.93	0.9	0.95	0.94
convnetTop5Run_2586.out	ImageNetInceptionV2	CHEMBL3911	adam	0.0005	30	0	0	0.6	0	1	0.94	0.89	0.94	1.0	0.89	55	0	60	7	0.98	0.99	0.99	0.99	0.99
convnetTop5Run_1919.out	ImageNetInceptionV2	CHEMBL2488	RMSprop	0.0005	15	0	0	0.8	0	1	0.74	0.42	0.71	0.75	0.73	24	8	18	9	0.01	0.74	0.63	0.73	0.73
convnetTop5Run_3129.out	ImageNetInceptionV2	CHEMBL2625	adam	0.001	30	0	0	0.8	0	1	0.81	0.55	0.78	0.82	0.8	49	11	32	12	0.2	0.84	0.82	0.81	0.8
